#time	diode A	diode B
1519317356.4	10.885196	11.085904
1519317376.5	10.885020	11.085767
1519317396.5	10.885153	11.085916
1519317416.6	10.884583	11.085323
1519317436.7	10.884732	11.085402
1519317456.8	10.884374	11.085151
1519317476.8	10.884793	11.085597
1519317496.9	10.884404	11.085083
1519317517.0	10.883829	11.084570
1519317537.0	10.884540	11.085241
1519317557.1	10.884192	11.084960
1519317577.2	10.884535	11.085275
1519317597.2	10.884256	11.084978
1519317617.3	10.883788	11.084496
1519317637.4	10.884120	11.084824
1519317657.5	10.884105	11.084815
1519317677.5	10.883671	11.084318
1519317697.6	10.883554	11.084327
1519317717.7	10.883500	11.084192
1519317737.8	10.883421	11.084171
1519317757.8	10.883358	11.083991
1519317777.9	10.883760	11.084500
1519317798.0	10.883688	11.084448
1519317818.1	10.882869	11.083551
1519317838.1	10.883420	11.084164
1519317858.2	10.883234	11.083858
1519317878.3	10.883627	11.084332
1519317898.4	10.883287	11.084046
1519317918.4	10.883625	11.084246
1519317938.5	10.884313	11.085031
1519317958.6	10.884137	11.084818
1519317978.7	10.883691	11.084397
1519317998.7	10.883187	11.083839
1519318018.8	10.883267	11.083927
1519318038.8	10.883190	11.083904
1519318058.9	10.883656	11.084337
1519318079.0	10.883386	11.084060
1519318099.1	10.883599	11.084209
1519318119.1	10.883576	11.084195
1519318139.2	10.883345	11.084088
1519318159.3	10.883416	11.084174
1519318179.4	10.883965	11.084649
1519318199.4	10.883626	11.084309
1519318219.5	10.883259	11.083921
1519318239.6	10.883323	11.084060
1519318259.6	10.883591	11.084199
1519318279.7	10.883014	11.083711
1519318299.8	10.882475	11.083096
1519318319.8	10.882905	11.083515
1519318339.9	10.883623	11.084313
1519318360.0	10.883743	11.084477
1519318380.0	10.883293	11.083953
1519318400.1	10.882884	11.083605
1519318420.2	10.883348	11.084094
1519318440.3	10.883143	11.083795
1519318460.3	10.883114	11.083755
1519318480.4	10.882687	11.083343
1519318500.5	10.882534	11.083281
1519318520.5	10.882666	11.083290
1519318540.6	10.882560	11.083225
1519318560.7	10.882405	11.083096
1519318580.8	10.882841	11.083502
1519318600.8	10.882258	11.082870
1519318620.9	10.882154	11.082752
1519318641.0	10.882471	11.083090
1519318661.0	10.882269	11.082871
1519318681.1	10.882569	11.083157
1519318701.2	10.882586	11.083241
1519318721.3	10.882923	11.083590
1519318741.4	10.882580	11.083218
1519318761.4	10.881703	11.082357
1519318781.5	10.882071	11.082730
1519318801.6	10.881883	11.082478
1519318821.7	10.881575	11.082172
1519318841.7	10.882020	11.082652
1519318861.8	10.882242	11.082930
1519318881.9	10.881966	11.082553
1519318901.9	10.881866	11.082494
1519318922.0	10.882170	11.082886
1519318942.1	10.882848	11.083506
1519318962.2	10.882699	11.083311
1519318982.2	10.881952	11.082648
1519319002.3	10.881734	11.082366
1519319022.4	10.882040	11.082631
1519319042.4	10.882223	11.082843
1519319062.5	10.882345	11.082952
1519319082.6	10.882013	11.082595
1519319102.7	10.881748	11.082336
1519319122.7	10.881671	11.082342
1519319142.8	10.881950	11.082596
1519319162.9	10.882073	11.082682
1519319182.9	10.881867	11.082479
1519319203.0	10.881082	11.081705
1519319223.1	10.881675	11.082337
1519319243.2	10.880999	11.081639
1519319263.2	10.881376	11.081975
1519319283.3	10.881492	11.082100
1519319303.4	10.881515	11.082199
1519319323.5	10.881633	11.082304
1519319343.5	10.881442	11.082056
1519319363.6	10.881845	11.082398
1519319383.7	10.881300	11.081855
1519319403.7	10.881416	11.081954
1519319423.8	10.881115	11.081673
1519319443.9	10.881227	11.081837
1519319463.9	10.881547	11.082166
1519319484.0	10.881841	11.082405
1519319504.1	10.881469	11.082109
1519319524.1	10.880565	11.081141
1519319544.2	10.880973	11.081512
1519319564.3	10.880889	11.081462
1519319584.3	10.881013	11.081578
1519319604.4	10.881321	11.081861
1519319624.5	10.881016	11.081597
1519319644.6	10.881255	11.081787
1519319664.6	10.880980	11.081526
1519319684.7	10.881118	11.081679
1519319704.8	10.880891	11.081472
1519319724.9	10.880815	11.081351
1519319744.9	10.880659	11.081260
1519319765.0	10.881069	11.081658
1519319785.1	10.881044	11.081635
1519319805.1	10.880928	11.081469
1519319825.2	10.881124	11.081676
1519319845.3	10.881336	11.081864
1519319865.4	10.880868	11.081457
1519319885.4	10.881239	11.081789
1519319905.5	10.880741	11.081326
1519319925.6	10.880482	11.080987
1519319945.7	10.880630	11.081188
1519319965.7	10.880443	11.080958
1519319985.8	10.880418	11.080968
1519320005.9	10.880263	11.080799
1519320025.9	10.880399	11.080998
1519320046.0	10.880432	11.080966
1519320066.1	10.880270	11.080799
1519320086.1	10.880507	11.081040
1519320106.2	10.880404	11.080992
1519320126.3	10.879851	11.080317
1519320146.4	10.879252	11.079772
1519320166.4	10.879728	11.080193
1519320186.5	10.879850	11.080386
1519320206.6	10.879839	11.080290
1519320226.7	10.880165	11.080707
1519320246.7	10.880254	11.080770
1519320266.8	10.879972	11.080478
1519320286.9	10.879889	11.080383
1519320307.0	10.880158	11.080682
1519320327.1	10.879944	11.080526
1519320347.1	10.879696	11.080215
1519320367.2	10.879702	11.080143
1519320387.3	10.879930	11.080432
1519320407.3	10.879066	11.079501
1519320427.4	10.879733	11.080317
1519320447.5	10.879596	11.080169
1519320467.5	10.879408	11.079921
1519320487.6	10.880016	11.080565
1519320507.7	10.879894	11.080408
1519320527.8	10.879505	11.080045
1519320547.9	10.879638	11.080154
1519320567.9	10.879291	11.079762
1519320588.0	10.879730	11.080186
1519320608.1	10.879439	11.079944
1519320628.1	10.879550	11.080012
1519320648.2	10.878756	11.079259
1519320668.3	10.878623	11.079103
1519320688.3	10.878578	11.079048
1519320708.4	10.879064	11.079539
1519320728.5	10.879006	11.079478
1519320748.6	10.878829	11.079225
1519320768.6	10.878714	11.079200
1519320788.7	10.879476	11.079958
1519320808.8	10.879394	11.079911
1519320828.8	10.879304	11.079811
1519320848.9	10.879204	11.079657
1519320869.0	10.879377	11.079965
1519320889.1	10.878909	11.079446
1519320909.1	10.878654	11.079117
1519320929.2	10.878841	11.079268
1519320949.3	10.878962	11.079495
1519320969.3	10.879376	11.079806
1519320989.4	10.879354	11.079809
1519321009.5	10.879249	11.079735
1519321029.5	10.878372	11.078814
1519321049.6	10.878401	11.078780
1519321069.7	10.879023	11.079490
1519321089.8	10.878211	11.078658
1519321109.8	10.878582	11.079037
1519321129.9	10.879023	11.079500
1519321150.0	10.878263	11.078740
1519321170.0	10.878320	11.078744
1519321190.1	10.878064	11.078486
1519321210.2	10.878406	11.078883
1519321230.3	10.878823	11.079268
1519321250.3	10.878722	11.079181
1519321270.4	10.878687	11.079159
1519321290.5	10.878476	11.078878
1519321310.6	10.877892	11.078348
1519321330.6	10.877583	11.077948
1519321350.7	10.877439	11.077874
1519321370.8	10.877820	11.078273
1519321390.8	10.878518	11.078932
1519321410.9	10.878309	11.078778
1519321431.0	10.878161	11.078609
1519321451.0	10.878447	11.078873
1519321471.1	10.878463	11.078920
1519321491.2	10.878341	11.078769
1519321511.3	10.878242	11.078723
1519321531.3	10.877869	11.078350
1519321551.4	10.877628	11.078000
1519321571.5	10.877177	11.077629
1519321591.5	10.877115	11.077514
1519321611.6	10.877076	11.077529
1519321631.7	10.877344	11.077724
1519321651.8	10.877599	11.078012
1519321671.8	10.877508	11.077951
1519321691.9	10.877428	11.077847
1519321712.0	10.877972	11.078404
1519321732.0	10.877776	11.078214
1519321752.1	10.877222	11.077676
1519321772.2	10.877150	11.077515
1519321792.2	10.876997	11.077377
1519321812.3	10.877173	11.077499
1519321832.4	10.876845	11.077236
1519321852.5	10.876989	11.077356
1519321872.5	10.877103	11.077482
1519321892.6	10.877055	11.077474
1519321912.7	10.876672	11.077050
1519321932.8	10.876335	11.076735
1519321952.8	10.876499	11.076910
1519321972.9	10.877051	11.077487
1519321993.0	10.876545	11.076866
1519322013.0	10.876648	11.077036
1519322033.1	10.876808	11.077190
1519322053.2	10.876422	11.076802
1519322073.2	10.876474	11.076846
1519322093.3	10.876203	11.076567
1519322113.4	10.876412	11.076818
1519322133.5	10.876307	11.076704
1519322153.5	10.876454	11.076830
1519322173.6	10.876179	11.076623
1519322193.7	10.875852	11.076246
1519322213.7	10.876783	11.077144
1519322233.8	10.876383	11.076800
1519322253.8	10.876332	11.076662
1519322273.9	10.876113	11.076504
1519322294.0	10.876013	11.076348
1519322314.1	10.875640	11.075889
1519322334.1	10.875772	11.076123
1519322354.2	10.876156	11.076509
1519322374.3	10.875521	11.075930
1519322394.3	10.875812	11.076171
1519322414.4	10.876108	11.076551
1519322434.5	10.876285	11.076703
1519322454.5	10.875996	11.076332
1519322474.6	10.875245	11.075688
1519322494.7	10.875592	11.075963
1519322514.8	10.875825	11.076201
1519322534.8	10.876090	11.076467
1519322554.9	10.875495	11.075820
1519322575.0	10.875642	11.076037
1519322595.1	10.875549	11.075866
1519322615.1	10.875519	11.075916
1519322635.2	10.875563	11.075951
1519322655.3	10.875304	11.075610
1519322675.3	10.876310	11.076624
1519322695.4	10.876408	11.076784
1519322715.5	10.876091	11.076498
1519322735.5	10.875554	11.075932
1519322755.6	10.875611	11.075944
1519322775.7	10.875286	11.075674
1519322795.8	10.875530	11.075894
1519322815.8	10.875433	11.075737
1519322835.9	10.874947	11.075278
1519322856.0	10.874687	11.075015
1519322876.0	10.874681	11.075011
1519322896.1	10.875236	11.075654
1519322916.2	10.875336	11.075627
1519322936.3	10.874739	11.075088
1519322956.3	10.875516	11.075929
1519322976.4	10.874763	11.075089
1519322996.5	10.874102	11.074477
1519323016.5	10.874351	11.074634
1519323036.6	10.874309	11.074622
1519323056.7	10.874587	11.074939
1519323076.7	10.874302	11.074647
1519323096.8	10.874301	11.074646
1519323116.9	10.874324	11.074613
1519323137.0	10.874486	11.074833
1519323157.0	10.874255	11.074531
1519323177.1	10.874190	11.074513
1519323197.2	10.874283	11.074576
1519323217.2	10.874422	11.074717
1519323237.3	10.874662	11.074938
1519323257.4	10.874318	11.074619
1519323277.5	10.875091	11.075377
1519323297.5	10.874859	11.075191
1519323317.6	10.874094	11.074418
1519323337.7	10.874497	11.074795
1519323357.7	10.874060	11.074357
1519323377.8	10.873940	11.074292
1519323397.9	10.873731	11.074099
1519323417.9	10.873149	11.073401
1519323438.0	10.873497	11.073730
1519323458.1	10.872788	11.073092
1519323478.2	10.873271	11.073535
1519323498.2	10.873640	11.073886
1519323518.3	10.873940	11.074289
1519323538.4	10.873539	11.073814
1519323558.5	10.873524	11.073789
1519323578.5	10.873498	11.073789
1519323598.6	10.873930	11.074236
1519323618.7	10.873464	11.073774
1519323638.7	10.874237	11.074559
1519323658.8	10.873453	11.073732
1519323678.9	10.873283	11.073506
1519323699.0	10.872861	11.073067
1519323719.0	10.873585	11.073856
1519323739.1	10.873201	11.073418
1519323759.2	10.872874	11.073136
1519323779.2	10.872705	11.073012
1519323799.3	10.873115	11.073396
1519323819.4	10.872635	11.072882
1519323839.5	10.873094	11.073264
1519323859.5	10.873302	11.073559
1519323879.6	10.872577	11.072775
1519323899.7	10.872818	11.072995
1519323919.7	10.872487	11.072745
1519323939.8	10.871986	11.072271
1519323959.9	10.872014	11.072193
1519323979.9	10.871571	11.071814
1519324000.0	10.871835	11.072111
1519324020.1	10.872252	11.072452
1519324040.1	10.872191	11.072450
1519324060.2	10.872305	11.072540
1519324080.3	10.872044	11.072269
1519324100.3	10.872128	11.072306
1519324120.4	10.872348	11.072513
1519324140.5	10.872286	11.072537
1519324160.6	10.872373	11.072581
1519324180.6	10.872365	11.072552
1519324200.7	10.872437	11.072630
1519324220.8	10.872378	11.072632
1519324240.9	10.871921	11.072095
1519324260.9	10.871879	11.072088
1519324281.0	10.871622	11.071858
1519324301.1	10.871255	11.071410
1519324321.2	10.871647	11.071889
1519324341.2	10.871531	11.071795
1519324361.3	10.871720	11.071899
1519324381.4	10.871135	11.071393
1519324401.4	10.871935	11.072108
1519324421.5	10.871817	11.072003
1519324441.6	10.872291	11.072505
1519324461.7	10.871677	11.071877
1519324481.7	10.871238	11.071462
1519324501.8	10.871375	11.071599
1519324521.9	10.871552	11.071726
1519324542.0	10.871784	11.072002
1519324562.0	10.871719	11.071950
1519324582.1	10.871668	11.071842
1519324602.2	10.871017	11.071242
1519324622.2	10.871349	11.071518
1519324642.3	10.871253	11.071431
1519324662.4	10.871443	11.071641
1519324682.4	10.870799	11.071030
1519324702.5	10.871316	11.071479
1519324722.6	10.871142	11.071285
1519324742.7	10.871037	11.071155
1519324762.7	10.870822	11.070970
1519324782.8	10.870889	11.071154
1519324802.9	10.870908	11.071176
1519324823.0	10.871058	11.071243
1519324843.0	10.870591	11.070751
1519324863.1	10.870221	11.070343
1519324883.2	10.870251	11.070424
1519324903.2	10.870630	11.070794
1519324923.3	10.870708	11.070854
1519324943.4	10.870398	11.070542
1519324963.5	10.870503	11.070687
1519324983.6	10.870422	11.070593
1519325003.6	10.870452	11.070598
1519325023.7	10.870596	11.070764
1519325043.8	10.869849	11.069995
1519325063.8	10.870129	11.070336
1519325083.9	10.869579	11.069788
1519325104.0	10.870085	11.070296
1519325124.1	10.869820	11.069980
1519325144.1	10.870011	11.070127
1519325164.2	10.869825	11.069972
1519325184.3	10.869870	11.070014
1519325204.4	10.870152	11.070267
1519325224.4	10.869830	11.069973
1519325244.5	10.869837	11.069983
1519325264.6	10.869588	11.069736
1519325284.6	10.869337	11.069470
1519325304.7	10.869772	11.069942
1519325324.8	10.869742	11.069875
1519325344.9	10.869559	11.069665
1519325364.9	10.868988	11.069113
1519325385.0	10.869432	11.069542
1519325405.1	10.869255	11.069421
1519325425.1	10.869062	11.069191
1519325445.2	10.869771	11.069842
1519325465.3	10.870028	11.070116
1519325485.4	10.869721	11.069834
1519325505.4	10.869768	11.069878
1519325525.5	10.869892	11.070048
1519325545.6	10.870066	11.070199
1519325565.7	10.869255	11.069376
1519325585.7	10.869332	11.069429
1519325605.8	10.868757	11.068840
1519325625.8	10.869410	11.069519
1519325645.9	10.868918	11.069005
1519325666.0	10.869266	11.069358
1519325686.1	10.869407	11.069512
1519325706.1	10.868928	11.069041
1519325726.2	10.869395	11.069533
1519325746.3	10.869480	11.069558
1519325766.3	10.869376	11.069470
1519325786.4	10.869238	11.069309
1519325806.5	10.869666	11.069778
1519325826.5	10.869324	11.069430
1519325846.6	10.869374	11.069513
1519325866.7	10.869205	11.069294
1519325886.7	10.869280	11.069313
1519325906.8	10.869600	11.069711
1519325926.9	10.869578	11.069651
1519325947.0	10.869212	11.069304
1519325967.0	10.868865	11.068898
1519325987.1	10.868689	11.068734
1519326007.2	10.868938	11.069012
1519326027.3	10.868910	11.068940
1519326047.3	10.868984	11.069109
1519326067.4	10.869255	11.069388
1519326087.5	10.869326	11.069378
1519326107.6	10.868474	11.068532
1519326127.6	10.868766	11.068872
1519326147.7	10.869385	11.069530
1519326167.8	10.869309	11.069460
1519326187.8	10.868542	11.068651
1519326207.9	10.868579	11.068658
1519326228.0	10.868472	11.068490
1519326248.1	10.867776	11.067805
1519326268.1	10.868374	11.068494
1519326288.2	10.868734	11.068779
1519326308.3	10.868514	11.068623
1519326328.3	10.868114	11.068132
1519326348.4	10.868127	11.068217
1519326368.5	10.868631	11.068711
1519326388.6	10.868482	11.068573
1519326408.6	10.868385	11.068446
1519326428.7	10.868016	11.068104
1519326448.8	10.868172	11.068293
1519326468.8	10.868036	11.068038
1519326488.9	10.867126	11.067192
1519326509.0	10.867413	11.067499
1519326529.1	10.867302	11.067285
1519326549.1	10.867772	11.067783
1519326569.2	10.867607	11.067620
1519326589.3	10.868174	11.068351
1519326609.3	10.867676	11.067722
1519326629.4	10.867839	11.067871
1519326649.5	10.867358	11.067411
1519326669.5	10.867736	11.067715
1519326689.6	10.867756	11.067822
1519326709.7	10.867554	11.067579
1519326729.8	10.866961	11.067033
1519326749.8	10.867054	11.067101
1519326769.9	10.867029	11.067095
1519326790.0	10.866845	11.066833
1519326810.0	10.866621	11.066621
1519326830.1	10.866755	11.066750
1519326850.2	10.866949	11.066937
1519326870.2	10.867324	11.067325
1519326890.3	10.867537	11.067550
1519326910.4	10.867486	11.067460
1519326930.5	10.867419	11.067445
1519326950.5	10.867485	11.067513
1519326970.6	10.867411	11.067526
1519326990.7	10.867788	11.067851
1519327010.7	10.868048	11.068074
1519327030.8	10.867908	11.067896
1519327050.9	10.867238	11.067256
1519327070.9	10.867142	11.067149
1519327091.0	10.867430	11.067409
1519327111.1	10.867650	11.067689
1519327131.1	10.867561	11.067642
1519327151.2	10.866967	11.066957
1519327171.3	10.866918	11.066966
1519327191.3	10.867066	11.067090
1519327211.4	10.866834	11.066875
1519327231.5	10.866855	11.066833
1519327251.6	10.866493	11.066500
1519327271.7	10.866489	11.066463
1519327291.7	10.866845	11.066780
1519327311.8	10.866747	11.066751
1519327331.9	10.866264	11.066248
1519327351.9	10.866795	11.066804
1519327372.0	10.866467	11.066460
1519327392.1	10.866548	11.066561
1519327412.1	10.866302	11.066295
1519327432.2	10.865748	11.065711
1519327452.3	10.866366	11.066392
1519327472.4	10.866302	11.066246
1519327492.4	10.866064	11.066008
1519327512.5	10.865767	11.065711
1519327532.6	10.866226	11.066196
1519327552.6	10.866261	11.066302
1519327572.7	10.866551	11.066558
1519327592.7	10.865933	11.065939
1519327612.8	10.866002	11.066075
1519327632.9	10.865808	11.065735
1519327653.0	10.865827	11.065798
1519327673.0	10.865886	11.065922
1519327693.1	10.866023	11.066096
1519327713.2	10.866573	11.066483
1519327733.3	10.866209	11.066196
1519327753.3	10.865858	11.065820
1519327773.4	10.865797	11.065748
1519327793.5	10.865165	11.065099
1519327813.5	10.865387	11.065330
1519327833.6	10.864932	11.064854
1519327853.7	10.865506	11.065453
1519327873.8	10.865609	11.065511
1519327893.8	10.865725	11.065659
1519327913.9	10.865285	11.065242
1519327934.0	10.864995	11.064961
1519327954.1	10.865071	11.064973
1519327974.1	10.865104	11.065055
1519327994.2	10.865149	11.065080
1519328014.3	10.865421	11.065427
1519328034.4	10.864810	11.064770
1519328054.4	10.865473	11.065396
1519328074.5	10.865158	11.065077
1519328094.6	10.865663	11.065590
1519328114.6	10.865179	11.065111
1519328134.7	10.864527	11.064449
1519328154.8	10.865042	11.064953
1519328174.8	10.864694	11.064590
1519328194.9	10.865342	11.065271
1519328215.0	10.865636	11.065536
1519328235.0	10.865038	11.064911
1519328255.1	10.864983	11.064912
1519328275.2	10.864860	11.064759
1519328295.3	10.864751	11.064723
1519328315.3	10.864790	11.064696
1519328335.4	10.864814	11.064770
1519328355.5	10.864935	11.064824
1519328375.6	10.865263	11.065201
1519328395.6	10.865022	11.064907
1519328415.7	10.864849	11.064708
1519328435.8	10.864759	11.064665
1519328455.8	10.864838	11.064758
1519328475.9	10.864423	11.064258
1519328496.0	10.865190	11.065101
1519328516.1	10.864926	11.064891
1519328536.1	10.864283	11.064148
1519328556.2	10.864499	11.064396
1519328576.3	10.864519	11.064388
1519328596.3	10.864308	11.064256
1519328616.4	10.864531	11.064462
1519328636.5	10.864697	11.064629
1519328656.5	10.864089	11.064008
1519328676.6	10.864084	11.063923
1519328696.7	10.863995	11.063877
1519328716.8	10.864208	11.064165
1519328736.9	10.864274	11.064204
1519328756.9	10.864594	11.064475
1519328777.0	10.863928	11.063836
1519328797.1	10.863903	11.063764
1519328817.1	10.864196	11.064128
1519328837.2	10.864227	11.064105
1519328857.3	10.863819	11.063729
1519328877.4	10.863765	11.063678
1519328897.4	10.863957	11.063893
1519328917.5	10.864424	11.064384
1519328937.6	10.863647	11.063542
1519328957.6	10.863651	11.063508
1519328977.7	10.863567	11.063423
1519328997.8	10.863482	11.063317
1519329017.8	10.863668	11.063531
1519329037.9	10.863511	11.063416
1519329058.0	10.863454	11.063332
1519329078.0	10.863482	11.063354
1519329098.1	10.863520	11.063389
1519329118.2	10.863534	11.063445
1519329138.2	10.863327	11.063148
1519329158.3	10.863577	11.063478
1519329178.4	10.863475	11.063364
1519329198.5	10.863051	11.062956
1519329218.5	10.863086	11.062936
1519329238.6	10.863448	11.063384
1519329258.7	10.863291	11.063109
1519329278.7	10.863370	11.063251
1519329298.8	10.863703	11.063601
1519329318.9	10.862840	11.062735
1519329339.0	10.862864	11.062772
1519329359.0	10.863292	11.063199
1519329379.1	10.862996	11.062888
1519329399.2	10.862868	11.062701
1519329419.3	10.863454	11.063406
1519329439.3	10.863532	11.063391
1519329459.4	10.863024	11.062875
1519329479.5	10.862577	11.062429
1519329499.5	10.862657	11.062602
1519329519.6	10.862918	11.062740
1519329539.7	10.862409	11.062258
1519329559.7	10.863018	11.062869
1519329579.8	10.862777	11.062602
1519329599.9	10.863103	11.062915
1519329620.0	10.863062	11.062940
1519329640.0	10.863077	11.062921
1519329660.1	10.862681	11.062572
1519329680.2	10.862373	11.062154
1519329700.3	10.862407	11.062334
1519329720.3	10.862671	11.062477
1519329740.4	10.862682	11.062524
1519329760.5	10.862557	11.062377
1519329780.5	10.862275	11.062155
1519329800.6	10.862514	11.062396
1519329820.7	10.862576	11.062414
1519329840.8	10.862207	11.062045
1519329860.9	10.862216	11.062074
1519329880.9	10.861983	11.061816
1519329901.0	10.862309	11.062101
1519329921.1	10.862364	11.062226
1519329941.1	10.862686	11.062532
1519329961.2	10.862323	11.062154
1519329981.3	10.862039	11.061862
1519330001.4	10.862418	11.062243
1519330021.4	10.862298	11.062078
1519330041.5	10.862431	11.062237
1519330061.6	10.861556	11.061357
1519330081.6	10.861973	11.061816
1519330101.7	10.862395	11.062266
1519330121.8	10.862185	11.062063
1519330141.8	10.862151	11.061959
1519330161.9	10.862175	11.061962
1519330182.0	10.861931	11.061744
1519330202.1	10.861720	11.061511
1519330222.1	10.861331	11.061164
1519330242.2	10.861258	11.061053
1519330262.2	10.861441	11.061246
1519330282.3	10.861419	11.061240
1519330302.4	10.861732	11.061582
1519330322.4	10.861761	11.061572
1519330342.5	10.861876	11.061713
1519330362.6	10.861878	11.061709
1519330382.6	10.861721	11.061536
1519330402.7	10.861930	11.061811
1519330422.8	10.861520	11.061308
1519330442.8	10.861203	11.061005
1519330462.9	10.861483	11.061322
1519330483.0	10.861703	11.061434
1519330503.0	10.861388	11.061219
1519330523.1	10.861552	11.061374
1519330543.2	10.861418	11.061190
1519330563.3	10.860844	11.060686
1519330583.3	10.861153	11.060976
1519330603.4	10.861395	11.061226
1519330623.5	10.860976	11.060775
1519330643.6	10.861285	11.061094
1519330663.6	10.861392	11.061193
1519330683.7	10.861590	11.061380
1519330703.8	10.861664	11.061436
1519330723.8	10.861564	11.061331
1519330743.9	10.861475	11.061311
1519330764.0	10.861602	11.061442
1519330784.1	10.861344	11.061145
1519330804.1	10.861408	11.061134
1519330824.2	10.860963	11.060678
1519330844.3	10.860906	11.060686
1519330864.4	10.861131	11.060962
1519330884.4	10.860764	11.060568
1519330904.5	10.861386	11.061152
1519330924.6	10.860760	11.060495
1519330944.7	10.860957	11.060760
1519330964.7	10.860634	11.060440
1519330984.8	10.860896	11.060699
1519331004.9	10.860773	11.060534
1519331024.9	10.860946	11.060819
1519331045.0	10.860798	11.060585
1519331065.1	10.860219	11.059928
1519331085.1	10.860497	11.060246
1519331105.2	10.860405	11.060132
1519331125.3	10.860372	11.060047
1519331145.4	10.860970	11.060751
1519331165.4	10.860348	11.060078
1519331185.5	10.860533	11.060346
1519331205.6	10.860489	11.060280
1519331225.7	10.860069	11.059859
1519331245.7	10.860773	11.060611
1519331265.8	10.860981	11.060734
1519331285.9	10.860635	11.060386
1519331305.9	10.860327	11.060091
1519331326.0	10.859788	11.059490
1519331346.1	10.860078	11.059892
1519331366.1	10.860426	11.060266
1519331386.2	10.860263	11.059999
1519331406.3	10.859984	11.059768
1519331426.4	10.859764	11.059478
1519331446.4	10.859890	11.059645
1519331466.5	10.860162	11.059926
1519331486.6	10.860245	11.059973
1519331506.6	10.860179	11.060009
1519331526.7	10.860157	11.059899
1519331546.8	10.859669	11.059360
1519331566.9	10.860198	11.060010
1519331586.9	10.859865	11.059707
1519331607.0	10.860127	11.059915
1519331627.1	10.859864	11.059638
1519331647.2	10.859557	11.059316
1519331667.2	10.859695	11.059422
1519331687.3	10.859529	11.059266
1519331707.3	10.860024	11.059816
1519331727.4	10.859921	11.059657
1519331747.5	10.860559	11.060284
1519331767.5	10.859991	11.059735
1519331787.6	10.860268	11.059963
1519331807.7	10.860181	11.059855
1519331827.7	10.860192	11.059919
1519331847.8	10.859754	11.059520
1519331867.9	10.860010	11.059783
1519331887.9	10.860190	11.059951
1519331908.0	10.860472	11.060228
1519331928.1	10.859962	11.059716
1519331948.2	10.860040	11.059825
1519331968.2	10.859761	11.059467
1519331988.3	10.859623	11.059338
1519332008.4	10.859020	11.058731
1519332028.4	10.859658	11.059380
1519332048.5	10.859881	11.059586
1519332068.6	10.859392	11.059172
1519332088.7	10.859250	11.058982
1519332108.8	10.859462	11.059175
1519332128.8	10.859286	11.058961
1519332148.9	10.860069	11.059786
1519332169.0	10.859956	11.059670
1519332189.0	10.860130	11.059829
1519332209.1	10.859858	11.059559
1519332229.2	10.860069	11.059700
1519332249.2	10.858952	11.058631
1519332269.3	10.858690	11.058408
1519332289.4	10.858901	11.058598
1519332309.5	10.859312	11.059030
1519332329.5	10.858974	11.058619
1519332349.6	10.858840	11.058548
1519332369.7	10.859096	11.058750
1519332389.7	10.859339	11.059006
1519332409.8	10.859550	11.059258
1519332429.9	10.859689	11.059381
1519332449.9	10.859158	11.058819
1519332470.0	10.858823	11.058455
1519332490.1	10.858129	11.057732
1519332510.2	10.858232	11.057871
1519332530.2	10.858489	11.058185
1519332550.3	10.858747	11.058455
1519332570.4	10.858790	11.058436
1519332590.4	10.858864	11.058596
1519332610.5	10.858690	11.058381
1519332630.6	10.858430	11.058070
1519332650.7	10.858848	11.058558
1519332670.7	10.858786	11.058507
1519332690.8	10.859589	11.059331
1519332710.9	10.859134	11.058826
1519332730.9	10.858370	11.058034
1519332751.0	10.858483	11.058123
1519332771.1	10.858602	11.058240
1519332791.1	10.858118	11.057743
1519332811.2	10.858749	11.058423
1519332831.3	10.858243	11.057902
1519332851.3	10.858121	11.057792
1519332871.4	10.858046	11.057752
1519332891.5	10.858589	11.058249
1519332911.6	10.858754	11.058426
1519332931.6	10.858284	11.057946
1519332951.7	10.858432	11.058095
1519332971.8	10.858694	11.058383
1519332991.8	10.858648	11.058338
1519333011.9	10.858416	11.058057
1519333032.0	10.857975	11.057584
1519333052.1	10.857946	11.057559
1519333072.1	10.857742	11.057425
1519333092.2	10.858085	11.057783
1519333112.3	10.858283	11.057936
1519333132.3	10.858512	11.058142
1519333152.4	10.857863	11.057513
1519333172.5	10.857784	11.057360
1519333192.5	10.857782	11.057382
1519333212.6	10.857677	11.057302
1519333232.7	10.857709	11.057307
1519333252.7	10.857499	11.057150
1519333272.8	10.858118	11.057773
1519333292.9	10.858161	11.057806
1519333313.0	10.858150	11.057766
1519333333.0	10.858313	11.057973
1519333353.1	10.858181	11.057830
1519333373.2	10.858395	11.058056
1519333393.3	10.858161	11.057749
1519333413.3	10.857889	11.057561
1519333433.4	10.857983	11.057639
1519333453.5	10.858084	11.057707
1519333473.6	10.858446	11.058108
1519333493.6	10.857924	11.057560
1519333513.7	10.858271	11.057991
1519333533.8	10.857719	11.057352
1519333553.8	10.857764	11.057439
1519333573.9	10.857588	11.057190
1519333594.0	10.857349	11.056967
1519333614.0	10.857087	11.056687
1519333634.1	10.857072	11.056711
1519333654.2	10.857430	11.057088
1519333674.3	10.857121	11.056718
1519333694.3	10.856829	11.056458
1519333714.4	10.857070	11.056684
1519333734.5	10.857466	11.057099
1519333754.5	10.856807	11.056478
1519333774.6	10.856734	11.056334
1519333794.7	10.857139	11.056807
1519333814.7	10.857120	11.056742
1519333834.8	10.857316	11.056955
